date,state_code,TMAX,TMIN,PRCP,TAVG
2020-03-12,KA,336.0,,0.0,263
2020-03-13,KA,344.0,210.0,0.0,264
2020-03-14,KA,338.0,204.0,0.0,269
2020-03-15,KA,344.0,205.0,0.0,266
2020-03-16,KA,345.0,,0.0,266
2020-03-17,KA,342.0,202.0,0.0,263
2020-03-18,KA,,194.0,0.0,272
2020-03-19,KA,352.0,209.0,0.0,276
2020-03-20,KA,352.0,,0.0,254
2020-03-21,KA,341.0,220.0,0.0,274
2020-03-22,KA,354.0,228.0,0.0,278
2020-03-23,KA,344.0,,0.0,253
2020-03-24,KA,344.0,208.0,0.0,274
2020-03-25,KA,347.0,210.0,0.0,268
2020-03-26,KA,,206.0,0.0,269
2020-03-27,KA,338.0,196.0,0.0,264
2020-03-28,KA,340.0,192.0,0.0,269
2020-03-29,KA,352.0,194.0,0.0,278
2020-03-30,KA,356.0,214.0,0.0,278
2020-03-31,KA,361.0,196.0,0.0,278
2020-04-01,KA,354.0,210.0,0.0,288
2020-04-02,KA,360.0,220.0,0.0,288
2020-04-03,KA,358.0,230.0,0.0,285
2020-04-04,KA,356.0,221.0,0.0,284
2020-04-05,KA,360.0,223.0,0.0,288
2020-04-06,KA,364.0,,0.0,277
2020-04-07,KA,356.0,210.0,300.0,250
2020-04-08,KA,,210.0,0.0,268
2020-04-09,KA,337.0,,0.0,249
2020-04-10,KA,334.0,186.0,333.0,247
2020-04-11,KA,,210.0,0.0,266
2020-04-12,KA,322.0,205.0,0.0,271
2020-04-13,KA,,205.0,0.0,276
2020-04-14,KA,348.0,196.0,0.0,273
2020-04-15,KA,346.0,208.0,0.0,277
2020-04-16,KA,345.0,230.0,0.0,280
2020-04-17,KA,349.0,235.0,0.0,283
2020-04-18,KA,352.0,238.0,0.0,284
2020-04-19,KA,344.0,240.0,0.0,282
2020-04-20,KA,342.0,226.0,0.0,282
2020-04-21,KA,342.0,223.0,0.0,280
2020-04-22,KA,346.0,246.0,0.0,296
2020-04-23,KA,354.0,234.0,0.0,291
2020-04-24,KA,360.0,205.0,231.0,257
2020-04-25,KA,308.0,227.0,0.0,258
2020-04-26,KA,320.0,226.0,0.0,267
2020-04-27,KA,316.0,224.0,0.0,267
2020-04-28,KA,,230.0,30.0,272
2020-04-29,KA,340.0,196.0,307.0,232
2020-04-30,KA,,210.0,10.0,265
2020-05-01,KA,328.0,230.0,0.0,287
2020-05-02,KA,336.0,237.0,0.0,277
2020-05-03,KA,334.0,232.0,0.0,275
2020-05-04,KA,338.0,230.0,0.0,287
2020-05-05,KA,348.0,234.0,0.0,291
2020-05-06,KA,343.0,,0.0,272
2020-05-07,KA,336.0,231.0,0.0,269
2020-05-08,KA,325.0,234.0,0.0,277
2020-05-09,KA,,238.0,0.0,291
2020-05-10,KA,352.0,240.0,0.0,290
2020-05-11,KA,353.0,236.0,0.0,283
2020-05-12,KA,340.0,234.0,0.0,276
2020-05-13,KA,338.0,224.0,0.0,279
