country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Gujarat,,43945,-88,-56,-69,-64,-68,35
IN,India,Gujarat,,43946,-89,-58,-71,-64,-67,36
IN,India,Gujarat,,43947,-88,-57,-75,-62,-47,27
IN,India,Gujarat,,43948,-87,-55,-69,-63,-65,35
IN,India,Gujarat,,43949,-87,-54,-69,-61,-65,32
IN,India,Gujarat,,43950,-87,-54,-68,-60,-65,33
IN,India,Gujarat,,43951,-87,-54,-68,-61,-64,34
IN,India,Gujarat,,43952,-87,-53,-69,-62,-64,33
IN,India,Gujarat,,43953,-87,-54,-70,-61,-60,33
IN,India,Gujarat,,43954,-88,-57,-74,-62,-46,26
IN,India,Gujarat,,43955,-85,-49,-68,-60,-60,32
IN,India,Gujarat,,43956,-85,-49,-68,-59,-61,31
IN,India,Gujarat,,43957,-84,-45,-68,-55,-60,30
IN,India,Gujarat,,43958,-84,-47,-68,-58,-61,31
IN,India,Gujarat,,43959,-84,-46,-68,-58,-60,31
IN,India,Gujarat,,43960,-86,-51,-70,-60,-60,33
IN,India,Gujarat,,43961,-87,-57,-74,-61,-43,25
IN,India,Gujarat,,43962,-85,-51,-67,-60,-60,32
IN,India,Gujarat,,43963,-85,-51,-68,-58,-60,31
IN,India,Gujarat,,43964,-85,-52,-67,-57,-59,30
IN,India,Gujarat,,43965,-84,-49,-67,-57,-59,29
IN,India,Gujarat,,43966,-83,-44,-66,-55,-57,29
IN,India,Gujarat,,43967,-84,-45,-68,-55,-53,30
IN,India,Gujarat,,43968,-85,-51,-73,-57,-37,24
IN,India,Gujarat,,43969,-82,-42,-66,-54,-54,29
IN,India,Gujarat,,43970,-78,-34,-66,-48,-49,25
IN,India,Gujarat,,43971,-76,-29,-65,-44,-47,24
IN,India,Gujarat,,43972,-76,-27,-65,-44,-46,24
IN,India,Gujarat,,43973,-76,-26,-65,-44,-44,24
IN,India,Gujarat,,43974,-77,-28,-67,-46,-43,24
IN,India,Gujarat,,43975,-78,-33,-71,-46,-25,19
IN,India,Gujarat,,43976,-76,-29,-64,-46,-49,25
IN,India,Haryana,,43876,3,3,12,5,3,-1
IN,India,Haryana,,43877,4,3,12,6,1,-1
IN,India,Haryana,,43878,4,4,9,5,4,-2
IN,India,Haryana,,43879,4,3,8,7,4,-1
IN,India,Haryana,,43880,0,1,3,0,4,-1
IN,India,Haryana,,43881,1,1,3,6,6,-1
IN,India,Haryana,,43882,-7,-8,-4,-12,-22,7
IN,India,Haryana,,43883,0,0,2,-2,-2,0
IN,India,Haryana,,43884,0,0,0,2,7,-1
IN,India,Haryana,,43885,5,5,11,7,4,-2
IN,India,Haryana,,43886,7,3,13,9,1,-2
IN,India,Haryana,,43887,2,0,8,3,0,-2
IN,India,Haryana,,43888,3,0,7,4,3,-2
IN,India,Haryana,,43889,3,-1,7,3,4,-1
IN,India,Haryana,,43890,-7,-11,-9,-2,5,0
IN,India,Haryana,,43891,3,7,1,2,5,0
IN,India,Haryana,,43892,5,6,11,5,4,-1
IN,India,Haryana,,43893,4,4,10,7,4,-2
IN,India,Haryana,,43894,-3,-1,2,0,3,0
IN,India,Haryana,,43895,-4,-3,-1,0,5,0
IN,India,Haryana,,43896,-12,-17,-15,-2,0,3
IN,India,Haryana,,43897,0,2,-1,7,4,-1
IN,India,Haryana,,43898,1,7,-2,4,12,-1
IN,India,Haryana,,43899,6,14,8,-9,-20,4
IN,India,Haryana,,43900,-36,-44,-18,-48,-73,20
IN,India,Haryana,,43901,-6,-3,-2,0,-14,1
IN,India,Haryana,,43902,-1,-1,3,2,-2,-1
IN,India,Haryana,,43903,-4,-3,1,-3,0,0
IN,India,Haryana,,43904,-8,-6,-5,-7,-6,2
IN,India,Haryana,,43905,-5,1,-1,-2,4,1
IN,India,Haryana,,43906,0,4,9,-1,-3,0
IN,India,Haryana,,43907,-3,1,9,-7,-7,1
IN,India,Haryana,,43908,-8,2,4,-13,-9,2
IN,India,Haryana,,43909,-9,11,3,-14,-9,3
IN,India,Haryana,,43910,-19,0,-6,-22,-16,6
IN,India,Haryana,,43911,-29,-8,-16,-28,-18,7
IN,India,Haryana,,43912,-76,-77,-62,-73,-52,20
IN,India,Haryana,,43913,-49,-28,-30,-60,-60,22
IN,India,Haryana,,43914,-66,-50,-48,-72,-71,26
IN,India,Haryana,,43915,-76,-68,-59,-79,-76,31
IN,India,Haryana,,43916,-75,-67,-59,-78,-75,32
IN,India,Haryana,,43917,-77,-70,-62,-80,-76,34
IN,India,Haryana,,43918,-76,-68,-60,-77,-71,29
IN,India,Haryana,,43919,-76,-68,-62,-75,-51,21
IN,India,Haryana,,43920,-73,-64,-57,-78,-73,31
IN,India,Haryana,,43921,-73,-65,-57,-77,-73,29
IN,India,Haryana,,43922,-75,-68,-59,-79,-74,31
IN,India,Haryana,,43923,-75,-67,-59,-78,-74,31
IN,India,Haryana,,43924,-74,-66,-58,-79,-72,31
IN,India,Haryana,,43925,-75,-66,-60,-78,-67,28
IN,India,Haryana,,43926,-75,-67,-61,-76,-47,20
IN,India,Haryana,,43927,-73,-64,-56,-79,-73,31
IN,India,Haryana,,43928,-75,-57,-50,-74,-72,29
IN,India,Haryana,,43929,-76,-57,-53,-76,-73,31
IN,India,Haryana,,43930,-76,-57,-54,-76,-72,32
IN,India,Haryana,,43931,-76,-57,-53,-76,-72,33
IN,India,Haryana,,43932,-78,-60,-56,-76,-68,30
IN,India,Haryana,,43933,-78,-62,-59,-74,-47,21
IN,India,Haryana,,43934,-75,-57,-52,-76,-71,32
IN,India,Haryana,,43935,-75,-58,-51,-74,-73,30
IN,India,Haryana,,43936,-76,-54,-55,-74,-70,30
IN,India,Haryana,,43937,-83,-46,-90,-72,-70,31
IN,India,Haryana,,43938,-84,-47,-90,-73,-70,33
IN,India,Haryana,,43939,-85,-50,-91,-73,-64,28
IN,India,Haryana,,43940,-85,-51,-91,-71,-44,21
IN,India,Haryana,,43941,-83,-44,-90,-73,-67,31
IN,India,Haryana,,43942,-82,-44,-90,-71,-68,29
IN,India,Haryana,,43943,-83,-46,-90,-73,-69,30
IN,India,Haryana,,43944,-83,-46,-90,-73,-68,31
IN,India,Haryana,,43945,-83,-45,-90,-73,-67,32
IN,India,Haryana,,43946,-83,-45,-90,-72,-63,29
IN,India,Haryana,,43947,-84,-49,-91,-70,-42,21
IN,India,Haryana,,43948,-82,-41,-90,-72,-66,31
IN,India,Haryana,,43949,-81,-42,-90,-70,-66,28
IN,India,Haryana,,43950,-82,-42,-89,-71,-66,30
IN,India,Haryana,,43951,-82,-43,-88,-71,-65,30
IN,India,Haryana,,43952,-82,-43,-89,-72,-65,31
IN,India,Haryana,,43953,-82,-43,-89,-70,-59,28
IN,India,Haryana,,43954,-83,-48,-90,-70,-39,20
IN,India,Haryana,,43955,-77,-30,-87,-67,-59,27
IN,India,Haryana,,43956,-76,-31,-87,-65,-58,26
IN,India,Haryana,,43957,-75,-26,-87,-63,-57,26
IN,India,Haryana,,43958,-75,-28,-87,-63,-56,27
IN,India,Haryana,,43959,-75,-27,-87,-63,-53,27
IN,India,Haryana,,43960,-75,-28,-88,-62,-48,24
IN,India,Haryana,,43961,-79,-40,-89,-65,-33,18
IN,India,Haryana,,43962,-72,-21,-86,-61,-50,24
IN,India,Haryana,,43963,-72,-23,-86,-59,-51,23
IN,India,Haryana,,43964,-72,-22,-86,-60,-50,24
IN,India,Haryana,,43965,-72,-23,-86,-60,-49,23
IN,India,Haryana,,43966,-71,-21,-86,-59,-47,23
IN,India,Haryana,,43967,-72,-22,-87,-57,-41,21
IN,India,Haryana,,43968,-76,-34,-88,-61,-28,16
IN,India,Haryana,,43969,-68,-14,-85,-56,-44,21
IN,India,Haryana,,43970,-67,-15,-85,-54,-45,20
IN,India,Haryana,,43971,-66,-14,-84,-54,-44,21
IN,India,Haryana,,43972,-65,-13,-84,-54,-42,21
IN,India,Haryana,,43973,-66,-14,-84,-55,-41,21
IN,India,Haryana,,43974,-66,-14,-85,-54,-36,18
IN,India,Haryana,,43975,-72,-29,-87,-57,-24,15
IN,India,Haryana,,43976,-62,-8,-83,-55,-48,21
IN,India,Himachal Pradesh,,43876,9,8,9,9,19,-2
IN,India,Himachal Pradesh,,43877,4,0,7,4,3,0
IN,India,Himachal Pradesh,,43878,8,8,13,8,10,-1
IN,India,Himachal Pradesh,,43879,15,15,18,14,13,-2
IN,India,Himachal Pradesh,,43880,6,6,9,8,11,0
IN,India,Himachal Pradesh,,43881,11,8,16,14,8,-2
IN,India,Himachal Pradesh,,43882,2,-2,10,-6,-31,5
IN,India,Himachal Pradesh,,43883,11,7,19,9,10,-2
IN,India,Himachal Pradesh,,43884,5,-4,7,7,6,0
IN,India,Himachal Pradesh,,43885,10,8,11,15,11,-2
IN,India,Himachal Pradesh,,43886,16,12,17,20,11,-3
IN,India,Himachal Pradesh,,43887,9,4,10,14,7,-2
IN,India,Himachal Pradesh,,43888,7,-1,10,12,6,-1
IN,India,Himachal Pradesh,,43889,5,-1,7,8,10,-1
IN,India,Himachal Pradesh,,43890,-8,-12,-5,-1,14,2
IN,India,Himachal Pradesh,,43891,4,-1,7,7,9,0
IN,India,Himachal Pradesh,,43892,10,10,15,12,13,-1
IN,India,Himachal Pradesh,,43893,14,12,21,16,14,-2
IN,India,Himachal Pradesh,,43894,6,5,13,12,13,0
IN,India,Himachal Pradesh,,43895,1,-1,8,6,12,1
IN,India,Himachal Pradesh,,43896,-3,-5,-1,0,13,2
IN,India,Himachal Pradesh,,43897,-4,-6,-5,3,19,2
IN,India,Himachal Pradesh,,43898,14,8,18,15,13,0
IN,India,Himachal Pradesh,,43899,21,21,38,20,-4,0
IN,India,Himachal Pradesh,,43900,5,-7,27,2,-47,6
IN,India,Himachal Pradesh,,43901,5,4,10,18,3,-2
IN,India,Himachal Pradesh,,43902,-1,-4,6,6,5,0
IN,India,Himachal Pradesh,,43903,-7,-7,-2,-1,7,1
IN,India,Himachal Pradesh,,43904,-7,-8,-2,-1,0,3
IN,India,Himachal Pradesh,,43905,-3,-3,5,5,10,1
IN,India,Himachal Pradesh,,43906,6,13,13,16,4,-1
IN,India,Himachal Pradesh,,43907,6,10,17,14,3,-2
IN,India,Himachal Pradesh,,43908,-3,2,7,6,0,0
IN,India,Himachal Pradesh,,43909,-5,0,4,2,-1,0
IN,India,Himachal Pradesh,,43910,-11,-3,-3,0,-1,1
IN,India,Himachal Pradesh,,43911,-26,-14,-13,-8,2,2
IN,India,Himachal Pradesh,,43912,-69,-71,-40,-56,-36,17
IN,India,Himachal Pradesh,,43913,-48,-37,-16,-35,-36,10
IN,India,Himachal Pradesh,,43914,-63,-62,-23,-51,-55,16
IN,India,Himachal Pradesh,,43915,-68,-69,-30,-56,-62,21
IN,India,Himachal Pradesh,,43916,-65,-64,-28,-53,-61,20
IN,India,Himachal Pradesh,,43917,-69,-67,-36,-58,-60,22
IN,India,Himachal Pradesh,,43918,-67,-65,-33,-54,-53,19
IN,India,Himachal Pradesh,,43919,-64,-63,-34,-50,-29,15
IN,India,Himachal Pradesh,,43920,-65,-61,-27,-53,-55,20
IN,India,Himachal Pradesh,,43921,-63,-61,-23,-51,-55,17
IN,India,Himachal Pradesh,,43922,-65,-64,-27,-53,-56,18
IN,India,Himachal Pradesh,,43923,-66,-65,-29,-55,-59,20
IN,India,Himachal Pradesh,,43924,-65,-63,-29,-54,-52,19
IN,India,Himachal Pradesh,,43925,-66,-63,-31,-54,-47,18
IN,India,Himachal Pradesh,,43926,-64,-63,-34,-50,-24,14
IN,India,Himachal Pradesh,,43927,-65,-59,-26,-52,-54,20
IN,India,Himachal Pradesh,,43928,-63,-50,-22,-41,-54,17
IN,India,Himachal Pradesh,,43929,-66,-54,-28,-46,-55,19
IN,India,Himachal Pradesh,,43930,-65,-52,-28,-44,-55,20
IN,India,Himachal Pradesh,,43931,-66,-52,-31,-46,-55,21
IN,India,Himachal Pradesh,,43932,-67,-54,-34,-47,-50,20
IN,India,Himachal Pradesh,,43933,-66,-53,-37,-43,-25,16
IN,India,Himachal Pradesh,,43934,-64,-49,-28,-44,-52,20
IN,India,Himachal Pradesh,,43935,-63,-50,-22,-42,-56,18
IN,India,Himachal Pradesh,,43936,-66,-50,-26,-43,-56,20
IN,India,Himachal Pradesh,,43937,-74,-40,-33,-37,-51,18
IN,India,Himachal Pradesh,,43938,-76,-44,-37,-42,-50,20
IN,India,Himachal Pradesh,,43939,-79,-51,-44,-47,-45,20
IN,India,Himachal Pradesh,,43940,-77,-50,-47,-41,-22,16
IN,India,Himachal Pradesh,,43941,-77,-43,-38,-42,-49,20
IN,India,Himachal Pradesh,,43942,-74,-40,-34,-37,-48,16
IN,India,Himachal Pradesh,,43943,-76,-44,-39,-40,-49,18
IN,India,Himachal Pradesh,,43944,-76,-43,-39,-40,-49,19
IN,India,Himachal Pradesh,,43945,-76,-43,-41,-42,-46,19
IN,India,Himachal Pradesh,,43946,-77,-47,-44,-44,-44,19
IN,India,Himachal Pradesh,,43947,-75,-47,-46,-40,-18,15
IN,India,Himachal Pradesh,,43948,-73,-35,-37,-37,-43,19
IN,India,Himachal Pradesh,,43949,-69,-25,-30,-26,-41,12
IN,India,Himachal Pradesh,,43950,-71,-31,-34,-29,-41,15
IN,India,Himachal Pradesh,,43951,-72,-33,-34,-31,-42,16
IN,India,Himachal Pradesh,,43952,-73,-34,-39,-34,-40,16
IN,India,Himachal Pradesh,,43953,-74,-35,-41,-35,-32,15
IN,India,Himachal Pradesh,,43954,-73,-39,-45,-35,-13,13
IN,India,Himachal Pradesh,,43955,-67,-17,-33,-24,-32,13
IN,India,Himachal Pradesh,,43956,-64,-14,-29,-19,-32,11
IN,India,Himachal Pradesh,,43957,-66,-18,-33,-21,-32,13
IN,India,Himachal Pradesh,,43958,-66,-22,-32,-26,-40,14
IN,India,Himachal Pradesh,,43959,-67,-19,-36,-24,-28,13
IN,India,Himachal Pradesh,,43960,-68,-22,-39,-27,-27,14
IN,India,Himachal Pradesh,,43961,-73,-41,-42,-36,-12,12
IN,India,Himachal Pradesh,,43962,-63,-7,-31,-19,-25,12
IN,India,Himachal Pradesh,,43963,-61,-9,-27,-16,-25,10
IN,India,Himachal Pradesh,,43964,-64,-14,-31,-20,-26,12
IN,India,Himachal Pradesh,,43965,-64,-14,-32,-21,-26,10
IN,India,Himachal Pradesh,,43966,-63,-13,-34,-20,-21,10
IN,India,Himachal Pradesh,,43967,-64,-13,-37,-21,-13,10
IN,India,Himachal Pradesh,,43968,-68,-31,-41,-29,-3,10
IN,India,Himachal Pradesh,,43969,-61,-3,-31,-16,-21,10
IN,India,Himachal Pradesh,,43970,-59,-3,-27,-13,-21,8
IN,India,Himachal Pradesh,,43971,-61,-6,-32,-14,-21,10
IN,India,Himachal Pradesh,,43972,-61,-9,-31,-17,-22,11
IN,India,Himachal Pradesh,,43973,-62,-9,-36,-19,-18,11
IN,India,Himachal Pradesh,,43974,-64,-12,-39,-21,-14,10
IN,India,Himachal Pradesh,,43975,-67,-27,-40,-27,1,8
IN,India,Himachal Pradesh,,43976,-62,-8,-31,-21,-32,12
IN,India,Jammu and Kashmir,,43876,166,153,248,249,130,-7
IN,India,Jammu and Kashmir,,43877,153,141,212,211,130,-7
IN,India,Jammu and Kashmir,,43878,154,125,173,212,110,-7
IN,India,Jammu and Kashmir,,43879,137,112,146,176,98,-8
IN,India,Jammu and Kashmir,,43880,116,95,137,151,93,-6
IN,India,Jammu and Kashmir,,43881,122,94,144,167,94,-4
IN,India,Jammu and Kashmir,,43882,157,156,223,214,59,1
IN,India,Jammu and Kashmir,,43883,174,155,238,248,118,-5
IN,India,Jammu and Kashmir,,43884,160,142,208,220,128,-6
IN,India,Jammu and Kashmir,,43885,155,131,168,212,115,-7
IN,India,Jammu and Kashmir,,43886,138,114,155,178,100,-8
IN,India,Jammu and Kashmir,,43887,126,106,149,171,103,-7
IN,India,Jammu and Kashmir,,43888,126,106,152,170,101,-5
IN,India,Jammu and Kashmir,,43889,137,128,197,211,119,-5
IN,India,Jammu and Kashmir,,43890,59,54,103,102,54,-6
IN,India,Jammu and Kashmir,,43891,86,82,127,125,76,-9
IN,India,Jammu and Kashmir,,43892,80,68,94,116,61,-8
IN,India,Jammu and Kashmir,,43893,89,79,119,121,72,-9
IN,India,Jammu and Kashmir,,43894,200,192,,287,166,-21
IN,India,Jammu and Kashmir,,43895,242,223,304,366,198,1
IN,India,Jammu and Kashmir,,43896,280,282,393,448,217,5
IN,India,Jammu and Kashmir,,43897,304,314,,497,237,1
IN,India,Jammu and Kashmir,,43898,304,337,,462,248,1
IN,India,Jammu and Kashmir,,43899,268,245,343,415,141,5
IN,India,Jammu and Kashmir,,43900,313,314,347,443,184,0
IN,India,Jammu and Kashmir,,43901,267,248,,409,201,0
IN,India,Jammu and Kashmir,,43902,234,226,287,351,181,4
IN,India,Jammu and Kashmir,,43903,278,294,391,458,207,5
IN,India,Jammu and Kashmir,,43904,286,305,430,485,215,2
IN,India,Jammu and Kashmir,,43905,271,274,415,461,241,1
IN,India,Jammu and Kashmir,,43906,275,284,345,459,192,2
IN,India,Jammu and Kashmir,,43907,260,261,343,435,186,1
IN,India,Jammu and Kashmir,,43908,229,233,323,392,179,3
IN,India,Jammu and Kashmir,,43909,190,193,290,347,152,6
IN,India,Jammu and Kashmir,,43910,142,139,359,339,133,10
IN,India,Jammu and Kashmir,,43911,95,95,,267,101,12
IN,India,Jammu and Kashmir,,43912,17,-1,,130,112,15
IN,India,Jammu and Kashmir,,43913,61,58,240,174,53,15
IN,India,Jammu and Kashmir,,43914,31,25,205,123,31,18
IN,India,Jammu and Kashmir,,43915,3,-7,,72,12,22
IN,India,Jammu and Kashmir,,43916,7,-1,,76,22,23
IN,India,Jammu and Kashmir,,43917,-2,-5,,80,23,27
IN,India,Jammu and Kashmir,,43918,13,15,,102,42,22
IN,India,Jammu and Kashmir,,43919,18,8,,107,131,16
IN,India,Jammu and Kashmir,,43920,11,8,,84,34,23
IN,India,Jammu and Kashmir,,43921,6,4,,72,29,21
IN,India,Jammu and Kashmir,,43922,0,-5,,62,25,23
IN,India,Jammu and Kashmir,,43923,5,2,,65,23,25
IN,India,Jammu and Kashmir,,43924,27,29,,118,49,22
IN,India,Jammu and Kashmir,,43925,28,27,,119,67,20
IN,India,Jammu and Kashmir,,43926,24,13,,108,154,15
IN,India,Jammu and Kashmir,,43927,20,18,,99,42,21
IN,India,Jammu and Kashmir,,43928,4,47,,112,40,20
IN,India,Jammu and Kashmir,,43929,0,42,,102,39,21
IN,India,Jammu and Kashmir,,43930,-2,39,,95,34,24
IN,India,Jammu and Kashmir,,43931,4,54,,127,42,25
IN,India,Jammu and Kashmir,,43932,1,48,,122,56,22
IN,India,Jammu and Kashmir,,43933,4,48,,121,147,17
IN,India,Jammu and Kashmir,,43934,-6,33,,94,30,25
IN,India,Jammu and Kashmir,,43935,-6,33,,97,28,22
IN,India,Jammu and Kashmir,,43936,-6,44,,102,44,23
IN,India,Jammu and Kashmir,,43937,-25,68,,112,41,24
IN,India,Jammu and Kashmir,,43938,-24,83,,134,52,26
IN,India,Jammu and Kashmir,,43939,-25,82,216,139,64,23
IN,India,Jammu and Kashmir,,43940,-19,77,202,138,153,17
IN,India,Jammu and Kashmir,,43941,-22,91,179,142,59,22
IN,India,Jammu and Kashmir,,43942,-19,88,179,137,56,19
IN,India,Jammu and Kashmir,,43943,-25,73,173,120,53,20
IN,India,Jammu and Kashmir,,43944,-24,77,166,122,52,22
IN,India,Jammu and Kashmir,,43945,-15,115,227,165,67,22
IN,India,Jammu and Kashmir,,43946,-21,92,217,141,72,23
IN,India,Jammu and Kashmir,,43947,-14,94,200,144,164,17
IN,India,Jammu and Kashmir,,43948,-21,94,166,132,61,23
IN,India,Jammu and Kashmir,,43949,-20,93,168,138,57,18
IN,India,Jammu and Kashmir,,43950,-23,80,155,125,52,20
IN,India,Jammu and Kashmir,,43951,-20,91,182,139,63,21
IN,India,Jammu and Kashmir,,43952,-11,120,230,180,72,23
IN,India,Jammu and Kashmir,,43953,-13,115,229,173,90,20
IN,India,Jammu and Kashmir,,43954,-6,110,216,169,176,15
IN,India,Jammu and Kashmir,,43955,-9,123,191,176,78,21
IN,India,Jammu and Kashmir,,43956,-10,109,185,163,70,19
IN,India,Jammu and Kashmir,,43957,-41,50,68,66,14,-3
IN,India,Jammu and Kashmir,,43958,-47,25,27,25,-17,27
IN,India,Jammu and Kashmir,,43959,-34,65,61,67,13,25
IN,India,Jammu and Kashmir,,43960,-36,53,67,63,16,23
IN,India,Jammu and Kashmir,,43961,-30,58,58,66,67,16
IN,India,Jammu and Kashmir,,43962,-24,85,106,109,41,4
IN,India,Jammu and Kashmir,,43963,9,146,244,213,89,10
IN,India,Jammu and Kashmir,,43964,2,128,202,176,81,15
IN,India,Jammu and Kashmir,,43965,1,111,194,170,78,19
IN,India,Jammu and Kashmir,,43966,26,183,286,254,107,19
IN,India,Jammu and Kashmir,,43967,26,175,296,258,127,17
IN,India,Jammu and Kashmir,,43968,26,171,255,239,213,13
IN,India,Jammu and Kashmir,,43969,23,170,223,229,101,17
IN,India,Jammu and Kashmir,,43970,7,130,194,175,74,9
IN,India,Jammu and Kashmir,,43971,14,148,193,174,82,13
IN,India,Jammu and Kashmir,,43972,14,142,182,160,58,17
IN,India,Jammu and Kashmir,,43973,47,230,279,280,99,9
IN,India,Jammu and Kashmir,,43974,66,277,308,339,138,14
IN,India,Jammu and Kashmir,,43975,45,200,296,257,214,10
IN,India,Jammu and Kashmir,,43976,33,194,250,244,69,16
IN,India,Jharkhand,,43876,-1,-1,2,4,6,0
IN,India,Jharkhand,,43877,0,2,-7,1,3,1
IN,India,Jharkhand,,43878,-1,1,0,3,3,0
IN,India,Jharkhand,,43879,-1,-2,0,0,3,1
IN,India,Jharkhand,,43880,1,1,-2,3,7,0
IN,India,Jharkhand,,43881,1,5,0,7,9,-1
IN,India,Jharkhand,,43882,-3,-1,0,0,-15,4
IN,India,Jharkhand,,43883,-3,-5,-2,0,3,1
IN,India,Jharkhand,,43884,-2,-1,-9,1,4,1
IN,India,Jharkhand,,43885,-3,-1,-3,2,3,1
IN,India,Jharkhand,,43886,-8,-11,-8,-3,1,2
IN,India,Jharkhand,,43887,2,3,-2,5,4,-1
IN,India,Jharkhand,,43888,1,1,-2,7,8,-1
IN,India,Jharkhand,,43889,1,2,2,7,5,0
IN,India,Jharkhand,,43890,0,-1,0,7,8,-1
IN,India,Jharkhand,,43891,1,5,-9,5,5,-1
IN,India,Jharkhand,,43892,1,2,3,5,2,-1
IN,India,Jharkhand,,43893,-1,-3,2,4,0,0
IN,India,Jharkhand,,43894,1,2,2,8,5,-2
IN,India,Jharkhand,,43895,2,7,7,12,7,-2
IN,India,Jharkhand,,43896,4,6,4,13,3,-1
IN,India,Jharkhand,,43897,1,5,-2,19,4,-2
IN,India,Jharkhand,,43898,10,19,-5,19,4,-4
IN,India,Jharkhand,,43899,5,21,2,6,-22,2
IN,India,Jharkhand,,43900,-47,-53,-17,-36,-57,13
IN,India,Jharkhand,,43901,-16,-17,-12,-3,-24,2
IN,India,Jharkhand,,43902,-1,2,-6,13,-4,-3
IN,India,Jharkhand,,43903,-1,2,-1,8,-3,-2
IN,India,Jharkhand,,43904,-21,-22,-16,-11,-8,4
IN,India,Jharkhand,,43905,-3,3,-13,4,4,0
IN,India,Jharkhand,,43906,1,8,2,9,2,-1
IN,India,Jharkhand,,43907,-1,3,0,5,0,0
IN,India,Jharkhand,,43908,0,7,-2,6,0,-1
IN,India,Jharkhand,,43909,-7,3,-7,2,1,1
IN,India,Jharkhand,,43910,-6,7,-3,-1,-3,2
IN,India,Jharkhand,,43911,-15,-1,-11,-8,-3,2
IN,India,Jharkhand,,43912,-68,-73,-49,-62,-36,17
IN,India,Jharkhand,,43913,-42,-21,-22,-42,-34,12
IN,India,Jharkhand,,43914,-55,-46,-30,-58,-46,17
IN,India,Jharkhand,,43915,-65,-60,-39,-66,-51,20
IN,India,Jharkhand,,43916,-66,-62,-39,-66,-50,21
IN,India,Jharkhand,,43917,-66,-63,-38,-67,-53,22
IN,India,Jharkhand,,43918,-66,-65,-39,-67,-48,22
IN,India,Jharkhand,,43919,-66,-64,-47,-67,-31,17
IN,India,Jharkhand,,43920,-65,-62,-37,-68,-49,22
IN,India,Jharkhand,,43921,-64,-62,-37,-67,-49,21
IN,India,Jharkhand,,43922,-66,-63,-39,-67,-50,21
IN,India,Jharkhand,,43923,-67,-65,-40,-68,-51,22
IN,India,Jharkhand,,43924,-65,-63,-38,-67,-48,22
IN,India,Jharkhand,,43925,-66,-64,-39,-67,-44,21
IN,India,Jharkhand,,43926,-65,-64,-47,-66,-27,16
IN,India,Jharkhand,,43927,-66,-62,-37,-68,-51,23
IN,India,Jharkhand,,43928,-67,-51,-29,-64,-49,21
IN,India,Jharkhand,,43929,-68,-51,-32,-64,-48,21
IN,India,Jharkhand,,43930,-68,-49,-31,-64,-47,21
IN,India,Jharkhand,,43931,-69,-51,-31,-65,-51,24
IN,India,Jharkhand,,43932,-69,-54,-33,-65,-47,23
IN,India,Jharkhand,,43933,-69,-52,-41,-65,-30,18
IN,India,Jharkhand,,43934,-69,-51,-31,-65,-48,24
IN,India,Jharkhand,,43935,-68,-52,-29,-65,-51,23
IN,India,Jharkhand,,43936,-68,-49,-30,-63,-45,21
IN,India,Jharkhand,,43937,-80,-38,-45,-61,-45,21
IN,India,Jharkhand,,43938,-81,-38,-45,-61,-46,23
IN,India,Jharkhand,,43939,-82,-46,-51,-62,-43,22
IN,India,Jharkhand,,43940,-82,-46,-58,-63,-29,18
IN,India,Jharkhand,,43941,-82,-43,-48,-63,-45,23
IN,India,Jharkhand,,43942,-82,-45,-48,-63,-46,22
IN,India,Jharkhand,,43943,-81,-41,-49,-61,-43,21
IN,India,Jharkhand,,43944,-81,-42,-50,-62,-43,22
IN,India,Jharkhand,,43945,-81,-40,-49,-62,-43,23
IN,India,Jharkhand,,43946,-82,-45,-51,-62,-42,23
IN,India,Jharkhand,,43947,-82,-45,-59,-63,-27,19
IN,India,Jharkhand,,43948,-82,-45,-50,-64,-45,24
IN,India,Jharkhand,,43949,-82,-44,-48,-63,-45,22
IN,India,Jharkhand,,43950,-81,-42,-48,-61,-43,22
IN,India,Jharkhand,,43951,-81,-41,-48,-60,-41,21
IN,India,Jharkhand,,43952,-82,-42,-49,-61,-47,23
IN,India,Jharkhand,,43953,-81,-43,-50,-61,-38,22
IN,India,Jharkhand,,43954,-80,-41,-57,-60,-25,17
IN,India,Jharkhand,,43955,-80,-37,-47,-60,-41,21
IN,India,Jharkhand,,43956,-80,-38,-46,-60,-41,21
IN,India,Jharkhand,,43957,-79,-35,-47,-57,-38,19
IN,India,Jharkhand,,43958,-78,-34,-46,-57,-41,20
IN,India,Jharkhand,,43959,-78,-32,-45,-56,-37,20
IN,India,Jharkhand,,43960,-79,-37,-47,-58,-36,20
IN,India,Jharkhand,,43961,-80,-39,-56,-59,-23,16
IN,India,Jharkhand,,43962,-77,-31,-42,-57,-37,19
IN,India,Jharkhand,,43963,-78,-35,-44,-57,-38,20
IN,India,Jharkhand,,43964,-77,-31,-43,-54,-35,18
IN,India,Jharkhand,,43965,-76,-29,-43,-53,-33,17
IN,India,Jharkhand,,43966,-75,-27,-41,-52,-33,18
IN,India,Jharkhand,,43967,-76,-32,-44,-53,-30,18
IN,India,Jharkhand,,43968,-76,-31,-52,-53,-17,15
IN,India,Jharkhand,,43969,-75,-26,-40,-54,-33,18
IN,India,Jharkhand,,43970,-74,-24,-40,-51,-32,17
